receipt_number,item_name,item_id,unit_price,quantity,unit,pre_discount_sum
45,ICA God Ostkaka,7318690107071,19.9,2.0,st,83.8
45,Kvarg Hallon,7310867548656,19.9,1.0,st,19.9
45,Kycklinglårfilé,2307136100000,69.9,0.91,kg,63.54
45,Kycklinglårfilé,2307136100000,69.9,0.88,kg,61.58
45,Levain,7311070008159,42.9,1.0,st,42.9
45,Lussekatt,9014,8.33,3.0,st,26.7
45,Paprika,7318690054740,14.0,1.0,st,14.0
45,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
45,Stekspade,7332462077270,49.9,1.0,st,49.9
45,Ungnötslever ICA,2319151000000,15.9,0.39,kg,6.17
45,Ägg 6p Eko/Krav L,7318690013556,16.9,2.0,st,33.8
46,Am choco pannkakor,8714801410785,14.9,2.0,st,29.8
46,AVOKADO I NÄT,20462062,35.0,1.0,st,35.0
46,Babyplommontomater,6111258213655,10.0,1.0,st,10.0
46,Bacon ojämna skivor,2354861600000,24.9,0.78,kg,19.5
46,Banan Chiquita,4011,26.9,0.4,kg,10.76
46,Champinjoner i ask,5903424662029,15.0,1.0,st,15.0
46,Classic Svea Elbry,7310760012919,65.9,1.0,st,65.9
46,Cola Läsk Cherry,5000112637991,10.0,2.0,st,19.8
46,Färskost Naturell,8719200191624,15.0,1.0,st,15.0
46,Paprika,7318690054740,14.0,1.0,st,14.0
46,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
46,strimlad kyckling,7313940012679,49.9,2.0,st,99.8
46,Ägg 15-pack frigåe,7392964158938,42.9,1.0,st,42.9
46,Ört te-Kvällsro,7310186023551,20.9,1.0,st,20.9
47,Banan Chiquita,4011,26.9,0.41,kg,11.03
47,Brago original,7310521053106,7.5,2.0,st,35.8
47,Bratwurst,7340063010404,24.9,1.0,st,24.9
47,Cola Läsk Cherry,5000112637991,10.0,2.0,st,19.8
47,Creme Fraiche,7318690140436,37.9,1.0,st,37.9
47,Fettuccine tomat,7318690185567,10.0,2.0,st,20.0
47,Flingsalt m Jod,7311631530006,38.9,1.0,st,38.9
47,Körsbärstomat,7318690143697,14.9,1.0,st,14.9
47,Levain,7311070008159,42.9,1.0,st,42.9
47,Nescafe Original,7613032873691,44.9,1.0,st,44.9
47,Rysk yoghurt 17%.,7392672000468,14.9,1.0,st,14.9
47,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
47,Sweet chili kyckl.,7313940012617,49.9,2.0,st,99.8
47,Tvål Tall Ringblom,7310610018078,10.0,1.0,st,21.9
47,Vetelängder,9013,27.9,1.0,st,27.9
47,Vitlök 250g,6917986800675,15.0,1.0,st,15.0
47,Ägg 6p Eko/Krav L,7318690013556,14.9,1.0,st,14.9
47,Äppelmos,7318690185369,11.0,1.0,st,11.0
48,Apot Julmust 1.4l,7310070151209,12.0,1.0,st,16.9
48,Apot Julmust L 1.4,7310070151308,12.0,1.0,st,16.9
48,Banan Chiquita,4011,26.9,0.7,kg,18.96
48,Bärkasse papper,2,3.5,1.0,st,3.5
48,Delichips Cheddar,7340005406029,10.0,1.0,st,25.9
48,ICA Bad&Toa 6-p,7318690046905,39.9,1.0,st,39.9
48,Kristyr rosa,5701073064139,10.0,1.0,st,10.0
48,Kristyr vit,5701073064122,10.0,1.0,st,10.0
48,Levain,7311070008159,42.9,1.0,st,42.9
48,Munkar,9020,8.33,6.0,st,53.4
48,Pepparkakshus,7312220235630,29.9,1.0,st,29.9
48,Risgröt Felix,7310090755692,8.33,3.0,st,41.7
48,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
49,Apot Julmust 1.4l,7310070151209,12.0,2.0,st,33.8
49,Bärkasse papper,2,3.5,1.0,st,3.5
49,Finmald Lammfärs,7318690131175,49.9,2.0,st,99.8
49,Guacamole topping,7318690491279,20.0,2.0,st,45.8
49,Gul lök ICA,4666,12.9,0.19,kg,2.45
49,Gurka styck,3254,15.9,1.0,st,15.9
49,ICA Vetetortillas,7318690035879,11.0,1.0,st,15.9
49,Lök röd,4082,15.9,0.12,kg,1.99
49,Majskorn,7318690028819,14.0,2.0,st,33.8
49,Paprika Orange,4682,62.9,0.41,kg,26.1
49,Paprika Röd,4688,66.9,0.2,kg,13.38
49,Riven ost,7318690117261,48.9,1.0,st,48.9
49,Tacoskal 12 st,7318690035862,14.9,1.0,st,14.9
49,Taco Spice Mix,7311310031039,19.9,1.0,st,19.9
49,Tacosås medium,7318690069348,11.0,1.0,st,13.9
49,Tacosås mild,7318690069331,11.0,1.0,st,13.9
50,Babyplommontomater,6111258213655,10.0,1.0,st,10.0
50,Farmers Brazil,8711000678657,39.9,1.0,st,62.9
50,Fettuccine naturel,7318690185536,10.0,3.0,st,30.0
50,Kvarg Blåbär/Vanil,7392672004039,19.9,1.0,st,19.9
50,Minichorizo Hot,7318690146858,22.9,1.0,st,22.9
50,Prinskorv jul Scan,7300207702008,34.9,1.0,st,34.9
50,Risgröt Felix,7310090755692,8.33,3.0,st,41.7
50,Rostbiff i bit,2320751300000,129.0,1.07,kg,137.51
50,Tabasco vitlök,11210007253,29.9,1.0,st,29.9
50,Tjock grillkorv,7300207769001,12.9,1.0,st,12.9
50,Tomatpuré trippel,80042525,21.9,1.0,st,21.9
50,Ägg 15-pack 750 g,7392964157436,19.9,1.0,st,19.9
51,Apot Julmust L 1.4,7310070151308,12.0,1.0,st,16.9
51,AVOKADO I NÄT,20462062,35.0,1.0,st,35.0
51,Babyplommontomater,6111258213655,10.0,1.0,st,10.0
51,Banan Chiquita,4011,26.9,0.33,kg,8.74
51,Coca-Cola Zero 4p,5449000137494,47.9,1.0,st,73.9
51,Energy Drink sf,9002490215415,9.0,2.0,st,33.8
51,Friggs Ört-Te 25p,7310186023650,20.9,1.0,st,20.9
51,ICA Mat&kök 4-p,7318690069133,37.9,1.0,st,37.9
51,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
52,Am choco pannkakor,8714801410785,10.0,2.0,st,20.0
52,Banan Chiquita,4011,26.9,0.62,kg,16.81
52,Champinjoner i ask,5903424662029,15.0,1.0,st,15.0
52,Gourm Hamburgerbr,7311070008180,34.9,1.0,st,34.9
52,Gul lök ICA,4666,12.9,0.11,kg,1.42
52,Kaffefilt vita 1x4,7318690164333,12.5,2.0,st,31.8
52,Kartong Monst shot,9900,71.9,1.0,st,59.9
52,Levain,7311070008159,20.0,1.0,st,42.9
52,Mannerström 2-del,2307122200000,79.0,0.84,kg,66.2
52,Mannerström 2-del,2307122200000,79.0,0.73,kg,57.67
52,Nötfärs 12%,2319103300000,79.9,1.67,kg,133.11
52,Ägg M/L,7318690106593,16.9,1.0,st,16.9
53,Babyplommontomater,6111258213655,12.9,1.0,st,12.9
53,Banan Chiquita,4011,22.9,1.15,kg,26.34
53,Lammkorv,7340063013702,34.9,1.0,st,34.9
53,Levain,7311070008159,42.9,1.0,st,42.9
53,Lime,4048,2.0,5.0,st,39.5
53,Nötfärs 12%,7318690161981,49.9,2.0,st,99.8
53,Ryggbiff mörmarin.,2319312200000,139.0,0.71,kg,98.55
53,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
53,Ägg 15-pack frigåe,7392964158938,42.9,1.0,st,42.9
54,Coconutterly Cara,8711327374607,29.9,1.0,st,29.9
54,Hamburgare 180g,7310960042716,15.0,1.0,st,15.0
54,Körsbärstomat i ask,6111259870055,10.0,1.0,st,10.0
54,Lammkorv,7350037195150,24.9,1.0,st,24.9
54,Minutbiff,2319261200000,119.0,0.55,kg,65.45
54,Morot,7350036730031,10.0,1.0,st,10.0
54,Muffins,9011,10.0,2.0,st,23.8
54,Potatis fast,4834,14.9,1.21,kg,17.95
54,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
54,Ärter m fläsk Feli,7310090752691,10.9,3.0,st,32.7
55,Babyplommontomater,6111258213655,10.0,1.0,st,10.0
55,Banan Chiquita,4011,22.9,1.01,kg,23.13
55,Delicatoboll 6-p,7315360061503,13.0,2.0,st,49.8
55,Dove Tvål 500ml,4000388179004,11.0,1.0,st,29.9
55,Entrecôte,2330071900000,159.0,0.43,kg,68.05
55,Kvarg Hallon,7310867548656,19.9,2.0,st,39.8
55,Nötfärs 20%,2328010100000,79.0,1.02,kg,80.58
55,Olivolja classico,7350002400333,49.9,1.0,st,49.9
55,Paprika Röd,4688,61.9,0.26,kg,15.78
55,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
55,Teriyaki Sauce,7311310035341,16.9,1.0,st,41.9
56,Banan Chiquita,4011,24.9,0.86,kg,21.54
56,Bärkasse papper,2,3.5,1.0,st,3.5
56,Champinjoner i ask,5903240555017,15.0,1.0,st,15.0
56,Frigående M-L,7310060005154,34.9,1.0,st,34.9
56,Glass Sandwich 6-p,8722700132523,34.9,1.0,st,34.9
56,ICA Bad&Toa 6-p,7318690046905,41.9,1.0,st,41.9
56,Jordn.smör Creamy,5707381019298,89.16,1.0,st,104.9
56,Kulörtvätt,7318690101154,13.9,1.0,st,13.9
56,Lantmjölk Gammalda,7310867501286,14.9,1.0,st,14.9
56,Levain,7311070008159,24.9,1.0,st,42.9
56,Nötfärs,7300300037793,42.9,3.0,st,128.7
56,Pannkakor,7318690166771,19.9,1.0,st,28.9
56,Paprika Röd,4688,69.9,0.23,kg,15.73
56,Smör Normalsaltat,7318690052678,50.0,1.0,st,58.9
56,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
56,Taco kryddmix,7318690136170,6.67,3.0,st,29.7
57,Banan Chiquita,4011,10.0,0.5,kg,5.0
57,Basmati ris,7318690081173,55.9,1.0,st,55.9
57,Bärkasse papper,2,3.5,1.0,st,3.5
57,Champinjoner i ask,5903424662029,15.0,1.0,st,15.0
57,Gourm Hamburgerbr,7311070008180,34.9,1.0,st,34.9
57,Gul lök ICA,4666,12.9,0.28,kg,3.61
57,Kvarg Hallon,7310867548656,22.0,1.0,st,22.0
57,Levain,7311070008159,24.9,1.0,st,42.9
57,Lök röd,4082,17.9,0.12,kg,2.15
57,Nötstek nätad,2372723500000,119.0,1.14,kg,135.42
57,Olivolja Novello,7350002405192,59.9,1.0,st,59.9
57,Pannkakor,7318690166771,19.9,2.0,st,57.8
57,Paprika Röd,4688,49.9,0.23,kg,11.73
57,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
57,Vitlök nät,6970373280030,12.0,1.0,st,12.0
57,Ärter med fläsk,7318690058939,12.9,2.0,st,25.8
58,B-Fransyska skin,2320019600000,119.0,1.47,kg,174.57
58,Bärkasse papper,2,3.5,1.0,st,3.5
58,Citron ICA,3182,5.0,2.0,st,15.8
58,Hushållsost 26%,2340375300000,116.9,2.11,kg,246.19
58,Jasminris,7310751101066,54.5,2.0,st,127.8
58,Kikärtor,7318690050919,10.0,3.0,st,38.7
58,Mozzarella,7318690079873,7.9,4.0,st,31.6
58,Paprika Röd,4688,49.9,0.4,kg,19.96
58,Protein Bar Bluebe,7310861040859,8.9,10.0,st,219.0
58,Roslagsgrill chili,7340063016451,39.9,1.0,st,39.9
58,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
59,Banan Chiquita,4011,24.9,0.81,kg,20.17
59,Creme Fraiche,7318690140436,37.9,1.0,st,37.9
59,Friggs Ört-Te 25p,7310186023650,20.9,1.0,st,20.9
59,Gul lök ICA,4666,12.9,0.26,kg,3.35
59,Iskaffe Latte,4100290025083,12.9,1.0,st,12.9
59,Kycklingfile skiv,2307111100000,89.0,0.89,kg,78.94
59,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
59,Tomater krossade,7318690013402,10.0,2.0,st,27.8
59,Tomater passerade,7318690013419,10.0,1.0,st,11.9
59,Vätskeers Sv vinb,73150237,43.9,1.0,st,43.9
59,Vätskeersätt Sport,7318690178941,48.9,1.0,st,48.9
60,Bakpotatis,7318690176176,19.9,1.0,st,19.9
60,Banan Chiquita,4011,24.9,1.24,kg,30.75
60,Blueberry Lemonade,7350126085744,16.0,1.0,st,28.9
60,Bärkasse papper,2,3.5,1.0,st,3.5
60,Citron ICA,3182,5.0,2.0,st,15.8
60,Coke Creation,5449000018427,13.9,1.0,st,12.9
60,Colgate Tandb 1p,8714789584294,19.9,1.0,st,19.9
60,Gammald Idealmakar,7310130003561,29.9,1.0,st,29.9
60,Grillkorv tjock 4p,7300300045835,24.9,1.0,st,24.9
60,Havregryn,7317731115389,12.9,1.0,st,26.9
60,Kycklsteak ti/sv/c,2332762600000,69.9,0.96,kg,67.45
60,Kycklsteak ti/sv/c,2332762600000,69.9,0.93,kg,65.01
60,Morot,7318690046790,7.9,1.0,st,12.9
60,Nitrilhandske L,7313134042987,28.9,1.0,st,28.9
60,Nötstek fransyska,2320272100000,99.0,1.43,kg,141.97
60,Orig näsduk boks,5029053579160,20.9,1.0,st,20.9
60,Penne Rigate,7318690028369,10.0,2.0,st,31.8
60,Snickersglass,5000159541336,29.9,1.0,st,29.9
60,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
60,Sv kallpress äpple,7318690505327,18.9,1.0,st,17.9
60,Syrad rödkål,7393853141109,39.9,1.0,st,39.9
61,Banan Chiquita,4011,24.9,0.46,kg,11.45
61,Basilika eko,7331374151016,24.9,1.0,st,24.9
61,Bärkasse papper,2,3.5,1.0,st,3.5
61,Champinjoner i ask,5903240555017,15.0,1.0,st,15.0
61,Creme Fraiche,7318690140436,37.9,1.0,st,37.9
61,Grekisk yoghurt,7310861000099,25.9,1.0,st,25.9
61,Gul lök ICA,4666,12.9,0.32,kg,4.13
61,Havregryn,7318690034308,26.9,1.0,st,26.9
61,Levain,7311070008159,39.9,1.0,st,39.9
61,Mellanrost Brygg,7310050001142,34.9,1.0,st,47.9
61,Roslagsgrill storpa,7340063016307,59.9,1.0,st,59.9
61,Snickersglass,5000159541336,29.9,1.0,st,29.9
61,Standardmjölk 3%,7318690115144,13.9,3.0,st,41.7
61,Tagliatell Chicken,7310500184180,59.9,1.0,st,59.9
61,Valnötskärnor,7318690052036,39.9,1.0,st,39.9
62,Banan Chiquita,4011,24.9,0.41,kg,10.33
62,Chili cheese nugge,7350004661480,35.9,1.0,st,35.9
62,Diskmedel original,4015600444419,38.9,1.0,st,38.9
62,Gul lök ICA,4666,12.9,0.42,kg,5.42
62,Jordn.smör Creamy,5707381019298,113.9,1.0,st,113.9
62,Nötfärs 12%,7318690161981,49.9,1.0,st,49.9
62,Roslagsgrill storpa,7340063016307,59.9,1.0,st,59.9
62,Tomatpure tub,7318690031598,15.0,2.0,st,41.8
63,Banan Chiquita,4011,24.9,0.7,kg,17.55
63,Chili cheese nugge,7350004661480,35.9,1.0,st,35.9
63,Citron ICA,3182,5.0,4.0,st,31.6
63,Delicatoboll 6-p,7315360061503,12.5,2.0,st,49.8
63,Fläskytterfilé,2319124000000,69.0,0.81,kg,55.82
63,Handtvål Aqua Fres,7318690081661,11.9,1.0,st,11.9
63,ICA Bad&Toa 6-p,7318690046905,41.9,1.0,st,41.9
63,Mozzarella,7318690079873,13.9,2.0,st,27.8
63,Ojämna bacon skivor,2354875800000,39.9,0.55,kg,22.06
63,Powerade Mountain,54492653,11.0,1.0,st,10.0
63,Roslagsgrill storpa,7340063016307,59.9,1.0,st,59.9
63,Smått & gott potati,7332205300108,12.0,1.0,st,12.0
63,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
64,Apotek. Påskmust,7310070154101,18.9,1.0,st,16.9
64,Banan Chiquita,4011,24.9,0.62,kg,15.56
64,Blåbärspaj,7310890201191,38.9,1.0,st,38.9
64,Bubbies,9293,17.5,2.0,st,39.8
64,Bärkasse papper,2,3.5,1.0,st,3.5
64,Levain,7311070008159,39.9,1.0,st,39.9
64,Nivea Rakgel 200ml,4005808222933,39.9,1.0,st,39.9
64,Pannkakor,7318690166771,12.0,1.0,st,12.0
64,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
65,Bärkasse papper,2,3.5,1.0,st,3.5
65,Cheesy Burger,7340005406524,21.7,1.0,st,30.9
65,Hoisinsås,7318690504078,30.9,1.0,st,30.9
65,Mezze Maniche,7350002404546,20.9,1.0,st,20.9
65,Minivårrullar,7350011740178,49.9,1.0,st,49.9
65,Olivolja classico,7350002400333,49.9,1.0,st,49.9
65,Pecorino Riven,7350002403761,37.9,1.0,st,37.9
65,Pepsi Max 1.5l,7310070382306,23.9,1.0,st,21.9
65,Ricotta,7350027791850,25.9,1.0,st,25.9
65,sals färs,7340012500536,49.9,1.0,st,49.9
65,Schalottenlök,4662,41.9,0.12,kg,5.03
65,Super cheez onion,7340005406579,20.3,1.0,st,28.9
66,Banan Chiquita,4011,24.9,0.81,kg,20.17
66,Bullar,9009,8.33,3.0,st,29.7
66,Bärkasse papper,2,3.5,1.0,st,3.5
66,Creme Fraiche,7318690140436,37.9,1.0,st,37.9
66,Grekisk yoghurt,7310861000099,25.9,1.0,st,25.9
66,ICA Tagliatelle,7318690144373,19.9,1.0,st,19.9
66,Levain,7311070008159,39.9,1.0,st,39.9
66,Mannerström 2-del,2307122200000,89.0,1.08,kg,95.76
66,Mannerström 2-del,2307122200000,89.0,1.14,kg,101.55
66,Morot nyskördade,7318693325106,10.0,1.0,st,16.9
66,Paprika Gul,4680,59.9,0.28,kg,17.07
66,Smått & gott potati,7332205300108,12.0,2.0,st,24.0
66,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
66,Äggnudlar,7318690038559,10.0,3.0,st,44.7
67,Banan Chiquita,4011,19.9,0.49,kg,9.85
67,Chili cheese nugge,7350004661480,35.9,1.0,st,35.9
67,Citron ICA,3182,5.0,2.0,st,13.8
67,Fettuccine tomat,7318690185567,10.0,2.0,st,20.0
67,Grillkorv,7340063012606,34.9,1.0,st,34.9
67,Hushållsost 26%,2340375300000,116.9,2.17,kg,253.21
67,Kulörtvätt,7318690101154,11.12,1.0,st,13.9
67,Levain,7311070008159,39.9,1.0,st,39.9
67,Mozzarella,7350027795520,11.9,1.0,st,19.9
67,Olivolja classico,7350002400333,44.9,1.0,st,49.9
67,Standardmjölk 3%,7318690115144,13.9,3.0,st,41.7
68,Banan Chiquita,4011,24.9,0.67,kg,16.68
68,Blåbärspaj,7310890201191,38.9,1.0,st,38.9
68,Choco Crunch,7310520011770,10.0,1.0,st,24.9
68,Fransyska i bit,2372722300000,129.0,0.78,kg,100.62
68,Färskost Naturell,8719200191624,10.0,1.0,st,10.0
68,ICA Bad&Toa 6-p,7318690046905,40.9,1.0,st,40.9
68,Mini Snäcka,7311070006315,14.9,1.0,st,34.9
68,Mozzarella,7350027795520,6.9,1.0,st,19.9
68,Rökt skinka,7350025545554,12.9,1.0,st,22.9
68,Smash påse,7310520006851,10.0,1.0,st,24.9
68,X-tra allt Cheesy,7350126083191,12.5,2.0,st,41.8
69,Cola Zero 2l,5449000131843,17.0,1.0,st,27.9
69,Fransyska i bit,2372722300000,129.0,1.05,kg,135.71
69,Juice äpp/cit/ing,7318690502029,20.9,1.0,st,19.9
69,Levain,7311070008159,39.9,1.0,st,39.9
69,Paj Kyckl&Broccol,7318690508007,19.9,1.0,st,19.9
69,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
69,Ärter m fläsk Feli,7310090752691,11.9,2.0,st,23.8
70,Banan Chiquita,4011,24.9,0.69,kg,17.06
70,Basilika eko,7331374151016,22.9,1.0,st,22.9
70,Bistro Brioche Hot,7311379532287,37.9,1.0,st,37.9
70,Blåbärspaj,7310890201191,38.9,1.0,st,38.9
70,Bärkasse papper,2,3.5,1.0,st,3.5
70,chokladcroissant,9033,8.33,1.0,st,8.9
70,Citron ICA,3182,5.0,2.0,st,13.8
70,Flytande tvål Milk,8718951197046,12.5,1.0,st,21.9
70,Flyt Tvål Milk & H,8718951197060,12.5,1.0,st,21.9
70,Fransyska i bit,2372722300000,129.0,0.62,kg,79.72
70,Grana Padano 12mån,7318690127109,58.9,1.0,st,58.9
70,Gul lök ICA,4666,13.9,0.34,kg,4.73
70,Müsli Frukt & Bär,7310130012587,14.9,1.0,st,25.9
70,maple pecan,9008,8.34,2.0,st,17.8
70,Olivolja Novello,7350002405192,64.9,1.0,st,64.9
70,Papa,7350037193767,29.9,2.0,st,59.8
70,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
70,Turkisk matyog 10%,7310865078353,29.9,1.0,st,29.9
70,Ärter m fläsk ICA,7318690037552,9.9,2.0,st,19.8
71,Cola Zero 2l,5449000131843,29.9,1.0,st,27.9
71,Colgate Tandb 1p,5000209216511,19.9,1.0,st,19.9
71,Kaffe Fikastund BR,7310731101574,39.9,1.0,st,39.9
71,Kexchoklad 8-pack,7310350118359,39.9,1.0,st,58.9
71,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
71,Str bröstfilé ci&v,7313940012921,49.9,2.0,st,99.8
71,Strumpa 43/47,7312599044529,10.0,1.0,st,10.0
71,Tu majsk Chia/havs,7350028543762,15.0,2.0,st,57.8
72,Banan Chiquita,4011,24.9,1.5,kg,37.47
72,basilka,7313307801564,15.0,1.0,st,15.0
72,Entrecoté,2386136000000,129.0,1.43,kg,184.47
72,Kexchoklad 8-pack,7310350118359,39.9,1.0,st,58.9
72,Kycklårfilé strim,7313940012600,49.9,2.0,st,99.8
72,Levain,7311070008159,39.9,1.0,st,39.9
72,Läsk Zero,7310401047430,6.0,2.0,st,10.0
72,Närvärpt ägg 30-pck,7350078576314,59.9,1.0,st,59.9
72,Ärter m fläsk ICA,7318690037552,9.9,2.0,st,19.8
73,Banan fairtrade,93250,23.9,0.69,kg,16.61
73,Basmatiris,7318690482222,91.9,1.0,st,91.9
73,Bärkasse papper,2,3.5,1.0,st,3.5
73,ChokladBrownie,7312690207571,19.9,1.0,st,19.9
73,Citron ICA,3182,5.0,2.0,st,13.8
73,Levain,7311070008159,39.9,1.0,st,39.9
73,Mar tvådelad grill,2307125100000,89.0,0.8,kg,70.93
73,Mar tvådelad grill,2307125100000,89.0,0.87,kg,77.16
73,Ravioli 4 ostar,7318690490012,19.9,1.0,st,19.9
73,Ravioli gorgonzola,7318690505198,19.9,2.0,st,39.8
73,Ravioli svamp,7318690490005,19.9,1.0,st,19.9
73,Riven ost,7318690117261,50.9,1.0,st,50.9
73,Standardmjölk 3%,7318690115144,13.9,2.0,st,27.8
73,Tort soltor tomat,7318690490081,19.9,1.0,st,19.9
73,Turkisk matyog 10%,7310865078353,29.9,1.0,st,29.9
73,Tzatziki,7310867524001,19.9,1.0,st,19.9
74,Banan Chiquita,4011,24.9,0.34,kg,8.47
74,CocaCola Zero150cl,5449000133335,14.5,2.0,st,47.8
74,Gifflar Kanel,7311070006209,19.9,1.0,st,30.9
74,Godis Snickers50g,5000159461122,3.99,5.0,st,44.5
74,Godis Twix50g,5000159459228,3.99,5.0,st,44.5
74,Havregryn,7318690034308,23.9,1.0,st,23.9
74,Kulörtvätt,7318690101154,13.9,1.0,st,13.9
74,Plättar,6407850056661,21.45,1.0,st,42.9
74,Rostbiff bit nöt,2320263500000,129.0,1.07,kg,137.9
74,Standardmjölk 3%,7318690115144,13.9,1.0,st,13.9
75,CocaCola Zero150cl,5449000133335,14.5,2.0,st,47.8
75,Gifflar Kanel,7311070006209,19.9,1.0,st,30.9
75,Grillkorv,7340063012606,29.9,1.0,st,29.9
75,Korvbröd 8-pack,7311372193249,16.9,1.0,st,31.9
76,Banan Chiquita,4011,24.9,0.53,kg,13.2
76,Bikarbonatpasta,7331642042909,19.9,1.0,st,19.9
76,Citron ICA,3182,5.0,2.0,st,13.8
76,Kebabspett,7318690002109,34.9,1.0,st,34.9
76,Levain,7311070008159,39.9,1.0,st,39.9
76,Närvärpt ägg 30-pck,7350078576314,59.9,1.0,st,59.9
76,Standardmjölk 3%,7318690115144,12.9,2.0,st,25.8
76,Syrad rödkål,7393853141109,39.9,1.0,st,39.9
76,Tagliatell Chicken,7310500184180,59.9,1.0,st,59.9
76,Tortell ost/skinka,7318690490029,16.9,2.0,st,33.8
76,Vitlöks salami,7350025544502,19.9,1.0,st,30.9
77,Energy Drink sf,9002490215415,15.0,2.0,st,33.8
77,ICA Bad&Toa 6-p,7318690046905,40.9,1.0,st,40.9
77,Kyckling BBQ skiv,7318690508663,19.9,1.0,st,19.9
77,Smör Normalsaltat,7318690052678,51.9,1.0,st,51.9
78,Bärkasse papper,2,3.5,1.0,st,3.5
78,Kycklingbuljong,7318690142010,17.9,1.0,st,17.9
78,LCF Parm/Vitl 14%,7310865072771,20.9,1.0,st,20.9
78,Lök vit Morado ICA,3264,12.9,1.0,st,12.9
78,Pucko Chokladpudd,4100290025885,8.0,1.0,st,13.0
78,Små & fina filéer,2332809000000,156.0,0.65,kg,101.09
78,Vispgrädde 36 %,7318690140382,18.9,1.0,st,18.9
79,Banan Chiquita,4011,24.9,0.23,kg,5.85
79,Chicken sticks,7313940027116,49.9,1.0,st,49.9
79,Citron ICA,3182,5.0,1.0,st,5.0
79,Finmald Kalvfärs,7318690131298,49.9,2.0,st,99.8
79,Grekisk Yoghurt,7350056793023,34.9,1.0,st,34.9
79,Gurka styck,3254,9.9,1.0,st,9.9
79,Hönö Jollekaka,7311070003567,19.9,1.0,st,30.9
79,ICA Mat&kök 4-p,7318690069133,37.9,1.0,st,37.9
79,Kalkonbröst xrökt,7331044075918,16.9,1.0,st,16.9
79,Standardmjölk 3%,7318690115144,12.9,1.0,st,12.9
79,Tortilla Original,7311311025686,16.9,1.0,st,16.9
79,Vitlöks salami,7350025544502,19.9,1.0,st,30.9
80,Banan Chiquita,4011,24.9,0.35,kg,8.72
80,Hönö Jollekaka,7311070003567,19.9,1.0,st,30.9
80,Nötfärs 5%,7318690042044,51.9,1.0,st,51.9
80,Nötspett t c pepp,7300200456007,49.9,1.0,st,49.9
80,Pucko Chokladpudd,4100290025885,8.0,1.0,st,13.0
80,Standardmjölk 3%,7318690115144,12.9,1.0,st,12.9
80,Ärter m fläsk Feli,7310090752691,11.9,3.0,st,35.7
81,Bacon sk Scan 140g,7300208345006,11.0,2.0,st,22.0
81,Citron ICA,3182,5.0,1.0,st,5.0
81,Flapstek,2372786800000,129.0,0.88,kg,113.39
81,Pucko Chokladpudd,4100290025885,8.0,1.0,st,13.0
81,Vetemjöl,7318690041023,18.9,1.0,st,18.9
82,Banan Chiquita,4011,24.9,0.36,kg,8.96
82,Calzone ost&skinka,7310240077575,11.92,1.0,st,14.9
82,Chicken sticks,7313940027116,39.9,1.0,st,39.9
82,Levain,7311070008159,42.9,1.0,st,42.9
82,Mannerström 2-del,2307122200000,89.0,0.87,kg,77.16
82,Pucko Chokladpudd,4100290025885,8.0,1.0,st,13.0
82,Standardmjölk 3%,7318690115144,12.9,2.0,st,25.8
82,Turkisk matyog 10%,7310865078353,29.9,1.0,st,29.9
82,Vitlöks salami,7350025544502,19.9,1.0,st,30.9
82,Vätskebalans,7350014910523,24.9,1.0,st,24.9
83,Banan Chiquita,4011,24.9,0.28,kg,7.1
83,Bärkasse papper,2,3.5,1.0,st,3.5
83,Chicken sticks,7313940027116,39.9,2.0,st,79.8
83,Gifflar Kanel,7311070006209,19.9,1.0,st,28.9
83,Guacamole Neutral,8717154053777,10.0,1.0,st,24.9
83,Ingefära,4612,99.9,0.04,kg,4.0
83,Jordn.smör Crunchy,7318690490821,73.9,1.0,st,73.9
83,Levain,7311070008159,42.9,1.0,st,42.9
83,Lönnsirap plättar,6407800001581,19.9,2.0,st,39.8
83,Närvärpt ägg 30-pck,7350078576314,69.9,1.0,st,69.9
83,Pastasås Napoletan,7350060704107,15.0,1.0,st,15.0
83,Penne Salame,7350126085324,34.9,1.0,st,39.9
83,Prinskorv,7340063015706,24.9,1.0,st,24.9
83,Standardmjölk 3%,7318690115144,12.9,1.0,st,12.9
83,Vitlök nät 250g,6954821584253,12.0,1.0,st,12.0
